8401#Attica
8402#Central Greece
8403#Central Macedonia
8404#Crete
8405#East Macedonia and Thrace
8406#Epirus
8407#Ionian Islands
8408#North Aegean
8409#Peloponnese
8410#South Aegean
8411#Thessaly
8412#West Greece
8413#West Macedonia
8414#Autonomous state
8415#Mount Athos
