10001#Special Region of Aceh
10002#Bali
10003#Bangka-Belitung
10004#Banten
10005#Bengkulu
10006#Central Java
10007#Central Kalimantan
10008#Central Sulawesi
10009#East Java
10010#East Kalimantan
10011#East Nusa Tenggara
10012#Gorontalo
10013#Jakarta Special Capital Region
10014#Jambi
10015#Lampung
10016#Maluku (Moluccas)
10017#North Kalimantan
10018#North Maluku (N.Moluccas)
10019#North Sulawesi
10020#North Sumatra
10021#Special Region of Papua
10022#Riau
10023#Riau Islands
10024#South East Sulawesi
10025#South Kalimantan
10026#South Sulawesi
10027#South Sumatra
10028#West Java
10029#West Kalimantan
10030#West Nusa Tenggara
10031#Special Region of West Papua
10032#West Sulawesi
10033#West Sumatra
10034#Special Region of Yogyakarta
