12901#Federal Territory of Kuala Lumpur
12902#Federal Territory of Labuan
12903#Federal Territory of Putrajaya
12904#Johor
12905#Kedah
12906#Kelantan
12907#Malacca
12908#Negeri Sembilan
12909#Pahang
12910#Perak
12911#Perlis
12912#Penang
12913#Sabah
12914#Sarawak
12915#Selangor
12916#Terengganu
